emp_length,annual_inc,open_acc,cr_history_yrs,grade,home_ownership,purpose,addr_state,loan_status
10,78000.0,14.0,15,C,MORTGAGE,debt_consolidation,TX,1
2,52000.0,26.0,23,F,RENT,debt_consolidation,VA,1
9,136240.0,9.0,33,A,MORTGAGE,debt_consolidation,OK,1
4,23000.0,10.0,12,D,MORTGAGE,debt_consolidation,MI,1
1,37000.0,10.0,19,B,RENT,credit_card,MA,1
4,96000.0,6.0,17,C,MORTGAGE,debt_consolidation,AR,1
4,68375.0,12.0,20,C,RENT,educational,PA,1
1,60000.0,12.0,19,B,RENT,debt_consolidation,MD,1
1,125000.0,8.0,23,A,RENT,credit_card,CT,1
3,55000.0,5.0,20,C,RENT,major_purchase,NJ,1
0,39828.0,5.0,20,B,OWN,debt_consolidation,MT,1
9,91000.0,10.0,19,D,RENT,other,MI,1
10,50000.0,4.0,23,B,RENT,credit_card,RI,1
1,166000.0,17.0,30,B,MORTGAGE,credit_card,WI,1
2,75000.0,7.0,20,B,MORTGAGE,debt_consolidation,OR,1
1,60000.0,8.0,16,E,RENT,debt_consolidation,NY,1
9,120000.0,13.0,33,B,RENT,small_business,CA,1
10,62000.0,11.0,18,B,MORTGAGE,credit_card,PA,0
10,100000.0,16.0,19,A,OWN,major_purchase,SC,1
2,215000.0,5.0,21,B,MORTGAGE,home_improvement,TX,1
10,175000.0,7.0,18,C,OWN,debt_consolidation,SC,1
2,19200.0,13.0,12,C,RENT,other,GA,1
1,96000.0,11.0,20,B,MORTGAGE,debt_consolidation,CA,1
1,100000.0,10.0,19,D,RENT,debt_consolidation,TX,1
8,45000.0,4.0,27,C,RENT,debt_consolidation,TX,1
9,95000.0,14.0,20,C,MORTGAGE,debt_consolidation,FL,1
10,37000.0,5.0,21,C,MORTGAGE,debt_consolidation,FL,1
3,24000.0,2.0,18,C,RENT,debt_consolidation,IL,1
10,79000.0,14.0,35,D,RENT,debt_consolidation,GA,1
1,51000.0,11.0,12,D,RENT,major_purchase,MO,0
1,44000.0,9.0,14,B,RENT,other,AZ,1
10,80000.0,11.0,23,B,RENT,credit_card,NY,1
0,66000.0,13.0,42,A,MORTGAGE,debt_consolidation,NY,1
1,68648.26,3.0,14,B,RENT,major_purchase,CA,1
1,45000.0,6.0,15,C,RENT,debt_consolidation,TX,1
7,36700.0,8.0,32,A,OWN,credit_card,FL,1
8,250000.0,11.0,21,B,OWN,debt_consolidation,AZ,1
1,52300.0,15.0,22,A,RENT,car,PA,1
3,100000.0,12.0,26,B,MORTGAGE,debt_consolidation,GA,1
5,46000.0,7.0,23,B,RENT,debt_consolidation,TX,1
0,32400.0,4.0,40,B,OWN,medical,TX,1
3,65000.0,10.0,18,A,MORTGAGE,debt_consolidation,MN,1
2,36000.0,9.0,17,B,RENT,debt_consolidation,OH,1
7,69000.0,17.0,17,C,MORTGAGE,debt_consolidation,NJ,1
4,104000.0,15.0,18,C,MORTGAGE,debt_consolidation,WA,1
2,65000.0,10.0,15,B,RENT,other,NJ,1
5,75000.0,2.0,18,D,OWN,debt_consolidation,GA,1
4,49000.0,12.0,29,B,RENT,small_business,IL,1
5,135000.0,7.0,29,B,RENT,debt_consolidation,NY,1
10,60000.0,5.0,13,C,MORTGAGE,other,MA,1
2,50000.0,9.0,17,B,RENT,debt_consolidation,CO,1
10,200000.0,8.0,25,C,MORTGAGE,credit_card,MA,1
1,14400.0,3.0,12,D,RENT,debt_consolidation,MA,0
7,70000.0,6.0,23,B,MORTGAGE,small_business,NY,1
2,48000.0,3.0,21,C,RENT,small_business,CA,0
1,160000.0,25.0,18,E,RENT,debt_consolidation,CA,1
0,17040.0,6.0,44,A,RENT,credit_card,GA,1
2,64000.0,9.0,13,C,RENT,debt_consolidation,MA,1
6,70000.0,8.0,27,B,OWN,debt_consolidation,CA,1
1,40440.0,10.0,15,C,RENT,debt_consolidation,CA,1
1,41000.0,10.0,24,B,MORTGAGE,credit_card,PA,1
2,37440.0,6.0,18,B,RENT,small_business,CA,1
2,51700.0,11.0,31,A,OWN,debt_consolidation,AZ,1
8,60495.0,11.0,18,A,RENT,car,CA,1
2,40000.0,4.0,22,D,RENT,debt_consolidation,AZ,1
2,41000.0,9.0,26,A,RENT,major_purchase,TX,1
6,60000.0,5.0,17,C,MORTGAGE,major_purchase,FL,1
3,50000.0,17.0,21,E,RENT,debt_consolidation,NJ,1
1,300000.0,11.0,30,D,MORTGAGE,debt_consolidation,AZ,1
7,85000.0,14.0,33,C,MORTGAGE,debt_consolidation,NJ,0
3,36000.0,7.0,29,A,MORTGAGE,educational,MO,1
5,47515.0,6.0,12,D,RENT,moving,CA,1
4,62500.0,9.0,20,B,RENT,debt_consolidation,VA,1
7,75000.0,7.0,23,C,RENT,educational,HI,1
10,91000.0,7.0,21,B,RENT,credit_card,NY,1
10,65000.0,18.0,19,D,RENT,small_business,CA,1
2,28800.0,3.0,14,C,RENT,other,CA,1
2,39000.0,14.0,15,A,MORTGAGE,debt_consolidation,GA,0
10,52000.0,17.0,21,B,MORTGAGE,debt_consolidation,TX,1
10,120000.0,10.0,31,A,MORTGAGE,other,MA,1
3,33600.0,6.0,13,B,RENT,debt_consolidation,FL,1
10,43000.0,14.0,26,B,RENT,debt_consolidation,MA,1
3,38304.0,10.0,18,A,RENT,debt_consolidation,CA,1
10,600000.0,7.0,28,B,OWN,small_business,TX,1
2,48000.0,6.0,18,C,RENT,credit_card,IL,1
5,49510.0,2.0,24,B,MORTGAGE,other,TX,1
8,45760.0,8.0,21,B,RENT,debt_consolidation,CA,1
2,75000.0,9.0,24,B,OWN,debt_consolidation,OK,1
1,84996.0,16.0,23,D,RENT,debt_consolidation,NY,1
3,115000.0,9.0,22,A,MORTGAGE,credit_card,CA,1
2,32000.0,14.0,18,A,MORTGAGE,credit_card,FL,1
5,45000.0,20.0,20,B,MORTGAGE,credit_card,WI,1
1,31404.0,15.0,14,A,RENT,debt_consolidation,FL,1
10,57000.0,13.0,18,A,MORTGAGE,debt_consolidation,VA,1
3,114400.0,18.0,22,C,MORTGAGE,debt_consolidation,CT,1
10,49296.0,11.0,24,A,RENT,other,NY,1
5,46000.0,8.0,17,D,RENT,other,GA,1
3,48800.0,9.0,17,B,RENT,debt_consolidation,NY,1
10,135000.0,12.0,48,C,MORTGAGE,debt_consolidation,MD,1
3,71000.0,8.0,19,D,RENT,debt_consolidation,NY,0
0,52800.0,8.0,21,D,MORTGAGE,home_improvement,CA,0
0,70000.0,4.0,19,B,MORTGAGE,other,NY,0
6,75873.0,15.0,21,B,MORTGAGE,debt_consolidation,VA,1
6,36500.0,7.0,12,D,MORTGAGE,debt_consolidation,TX,1
9,65000.0,8.0,23,A,MORTGAGE,debt_consolidation,VA,1
4,74280.0,9.0,18,B,MORTGAGE,debt_consolidation,MO,1
6,29120.0,4.0,20,C,RENT,debt_consolidation,CA,1
1,40000.0,9.0,21,C,MORTGAGE,debt_consolidation,TX,1
1,87000.0,19.0,23,B,MORTGAGE,credit_card,TX,1
1,65000.0,11.0,16,A,MORTGAGE,credit_card,VA,1
6,55840.0,17.0,18,B,RENT,debt_consolidation,MA,1
10,75181.0,11.0,24,A,MORTGAGE,car,GA,1
7,87000.0,20.0,28,B,MORTGAGE,credit_card,OK,1
4,45000.0,7.0,32,A,RENT,debt_consolidation,NY,1
2,235000.0,12.0,26,F,RENT,debt_consolidation,NY,0
10,60000.0,4.0,19,C,RENT,small_business,CA,1
10,56700.0,3.0,23,B,OWN,major_purchase,AL,1
4,25000.0,4.0,17,B,MORTGAGE,educational,WA,1
1,180000.0,10.0,34,E,MORTGAGE,debt_consolidation,TX,0
2,57000.0,8.0,21,C,MORTGAGE,other,CA,1
5,35000.0,8.0,16,D,RENT,debt_consolidation,GA,0
5,36000.0,13.0,31,D,RENT,car,FL,1
10,120000.0,15.0,27,D,MORTGAGE,home_improvement,CO,1
2,39000.0,8.0,20,B,RENT,debt_consolidation,LA,1
4,59000.0,15.0,21,B,MORTGAGE,debt_consolidation,NY,1
10,181000.0,10.0,24,C,MORTGAGE,debt_consolidation,CA,1
2,216000.0,28.0,33,D,MORTGAGE,credit_card,MA,1
10,125000.0,12.0,31,B,MORTGAGE,debt_consolidation,CA,0
10,135000.0,18.0,37,D,MORTGAGE,moving,IL,1
10,40000.0,2.0,19,B,RENT,debt_consolidation,FL,1
5,70000.0,11.0,17,A,MORTGAGE,other,KY,1
2,50000.0,9.0,39,B,RENT,debt_consolidation,NY,1
8,44894.0,7.0,16,A,OWN,small_business,CT,1
2,14400.0,2.0,15,B,RENT,debt_consolidation,FL,1
3,72000.0,13.0,16,B,RENT,major_purchase,TX,1
4,62400.0,15.0,24,B,MORTGAGE,small_business,GA,1
1,19200.0,3.0,12,E,RENT,debt_consolidation,MA,1
10,99500.0,8.0,22,D,MORTGAGE,debt_consolidation,GA,1
1,50600.0,11.0,12,C,RENT,debt_consolidation,TX,1
2,95000.0,11.0,22,B,MORTGAGE,home_improvement,VA,1
10,53000.0,6.0,25,A,OWN,car,SC,1
1,92000.0,15.0,24,C,RENT,debt_consolidation,CA,1
1,58000.0,4.0,15,C,RENT,debt_consolidation,CA,1
7,69000.0,2.0,27,E,MORTGAGE,small_business,AZ,1
3,132250.0,11.0,17,D,RENT,debt_consolidation,CA,1
10,130000.0,6.0,24,E,RENT,debt_consolidation,MA,1
1,72000.0,5.0,24,B,MORTGAGE,credit_card,CA,1
5,96000.0,9.0,28,B,MORTGAGE,debt_consolidation,MI,1
7,43000.0,4.0,34,C,RENT,debt_consolidation,WA,1
1,50000.0,5.0,22,A,RENT,small_business,TX,1
10,41000.0,7.0,17,A,RENT,debt_consolidation,FL,0
10,17400.0,2.0,28,B,MORTGAGE,other,MO,1
3,30000.0,16.0,14,B,OWN,debt_consolidation,NJ,0
10,58000.0,9.0,31,A,MORTGAGE,debt_consolidation,FL,1
5,47052.0,7.0,17,B,RENT,debt_consolidation,NY,1
10,116000.0,14.0,26,B,MORTGAGE,debt_consolidation,CA,1
2,75000.0,17.0,17,B,OWN,debt_consolidation,NY,1
2,96000.0,20.0,26,D,MORTGAGE,debt_consolidation,IL,1
7,90000.0,6.0,13,D,RENT,home_improvement,NJ,1
9,45000.0,6.0,21,B,RENT,debt_consolidation,CA,1
0,36000.0,5.0,39,C,RENT,debt_consolidation,KY,1
1,60000.0,8.0,13,C,RENT,house,CA,1
1,30000.0,3.0,12,E,RENT,other,MD,1
1,148000.0,11.0,25,A,MORTGAGE,credit_card,TX,1
10,58000.0,8.0,19,B,RENT,other,NY,0
2,35000.0,8.0,19,C,OWN,debt_consolidation,FL,1
8,62000.0,5.0,18,B,MORTGAGE,debt_consolidation,GA,1
1,130000.0,5.0,24,C,RENT,debt_consolidation,CA,1
2,52500.0,4.0,25,D,RENT,credit_card,NV,1
1,24000.0,9.0,12,C,RENT,other,FL,0
5,50000.0,9.0,14,C,RENT,debt_consolidation,MD,0
2,34000.0,5.0,21,D,RENT,credit_card,FL,1
6,24000.0,8.0,15,B,RENT,credit_card,CA,1
4,55200.0,9.0,27,B,OWN,wedding,CT,1
1,42000.0,10.0,21,C,RENT,small_business,HI,0
2,16000.0,2.0,11,E,RENT,debt_consolidation,OR,1
2,83976.0,7.0,11,C,RENT,major_purchase,CA,0
4,81972.0,13.0,18,B,RENT,other,CA,1
3,90000.0,17.0,27,D,RENT,car,CA,1
2,31200.0,4.0,11,D,MORTGAGE,other,TX,1
3,96600.0,8.0,21,B,RENT,home_improvement,AZ,1
10,97000.0,9.0,23,A,MORTGAGE,other,GA,1
1,51000.0,5.0,15,E,RENT,debt_consolidation,TX,1
7,36416.84,10.0,18,D,RENT,other,MA,0
7,110000.0,6.0,23,B,MORTGAGE,debt_consolidation,NY,1
9,120000.0,3.0,27,G,RENT,home_improvement,NY,1
2,60000.0,4.0,20,D,OWN,debt_consolidation,CA,1
2,167000.0,4.0,22,B,RENT,credit_card,CA,1
10,79000.0,5.0,17,C,MORTGAGE,other,NY,1
1,510000.0,9.0,13,C,RENT,credit_card,LA,1
10,60000.0,6.0,24,C,MORTGAGE,debt_consolidation,TX,1
4,145000.0,12.0,18,B,MORTGAGE,credit_card,MN,1
5,39312.0,8.0,15,D,RENT,debt_consolidation,CA,1
2,20000.0,13.0,16,C,RENT,debt_consolidation,CA,0
8,100000.0,17.0,29,D,MORTGAGE,debt_consolidation,NJ,1
10,48000.0,3.0,15,D,RENT,major_purchase,FL,0
4,42000.0,10.0,19,B,RENT,major_purchase,CT,1
10,98000.0,10.0,23,D,MORTGAGE,debt_consolidation,CA,1
2,30400.0,6.0,13,D,RENT,debt_consolidation,CA,1
1,55728.0,3.0,20,B,MORTGAGE,credit_card,NY,1
0,15600.0,7.0,35,A,RENT,educational,WI,1
0,200000.0,9.0,25,A,MORTGAGE,educational,WI,0
2,45000.0,10.0,19,B,MORTGAGE,debt_consolidation,NJ,1
2,88000.0,10.0,18,C,MORTGAGE,major_purchase,LA,1
2,44449.6,18.0,21,C,MORTGAGE,debt_consolidation,WY,1
6,62000.0,11.0,20,A,MORTGAGE,major_purchase,MI,1
2,35000.0,4.0,19,D,RENT,debt_consolidation,IL,1
10,72000.0,10.0,34,D,RENT,small_business,MA,0
1,25200.0,7.0,16,C,RENT,debt_consolidation,VA,1
0,33000.0,14.0,26,C,RENT,debt_consolidation,NY,0
6,103000.0,11.0,29,D,RENT,credit_card,TX,1
1,70000.0,10.0,14,B,MORTGAGE,home_improvement,PA,1
8,24000.0,6.0,14,A,RENT,other,PA,0
4,53000.0,7.0,11,D,RENT,debt_consolidation,MD,1
4,40000.0,7.0,15,A,OWN,debt_consolidation,NY,1
3,39600.0,3.0,15,D,RENT,major_purchase,CA,1
0,37200.0,6.0,21,E,OWN,home_improvement,AL,0
10,54000.0,8.0,22,A,RENT,debt_consolidation,CA,1
1,45000.0,4.0,14,B,RENT,credit_card,FL,1
4,66000.0,14.0,21,D,RENT,debt_consolidation,CA,1
2,36000.0,11.0,14,C,RENT,debt_consolidation,VA,1
9,25000.0,2.0,19,C,RENT,other,GA,1
2,38000.0,6.0,19,B,MORTGAGE,debt_consolidation,AL,1
2,95000.0,12.0,24,A,MORTGAGE,other,AZ,1
10,35000.0,7.0,24,C,MORTGAGE,other,PA,1
2,25000.0,12.0,12,C,OWN,major_purchase,NY,1
3,48000.0,4.0,11,D,RENT,educational,WA,1
1,43000.0,4.0,14,C,RENT,debt_consolidation,TX,1
4,58033.0,3.0,14,B,RENT,major_purchase,FL,1
5,109000.0,12.0,19,B,MORTGAGE,debt_consolidation,GA,1
10,130000.0,9.0,32,D,OWN,credit_card,CA,1
4,13000.0,5.0,13,B,RENT,major_purchase,NY,1
10,216000.0,17.0,25,C,MORTGAGE,debt_consolidation,CA,1
0,21900.0,2.0,22,D,RENT,major_purchase,WY,1
8,99000.0,18.0,21,B,MORTGAGE,debt_consolidation,PA,1
5,69000.0,6.0,18,G,OWN,debt_consolidation,IL,0
2,70000.0,9.0,24,B,RENT,debt_consolidation,CT,1
5,420000.0,12.0,18,C,MORTGAGE,debt_consolidation,TX,1
7,87000.0,19.0,29,C,OWN,debt_consolidation,MD,1
8,57000.0,12.0,21,B,RENT,debt_consolidation,NY,1
2,48880.0,8.0,16,B,RENT,debt_consolidation,IL,1
10,57000.0,8.0,27,D,MORTGAGE,debt_consolidation,CO,1
2,34819.0,9.0,14,B,RENT,debt_consolidation,MO,1
1,72500.0,12.0,21,B,MORTGAGE,home_improvement,NJ,1
9,26400.0,5.0,15,B,RENT,other,NY,1
5,90000.0,12.0,22,C,MORTGAGE,debt_consolidation,NJ,1
5,51000.0,10.0,36,A,MORTGAGE,vacation,OH,1
2,40000.0,6.0,14,A,RENT,major_purchase,NY,1
3,85000.0,11.0,18,D,OWN,other,PA,0
1,78000.0,6.0,26,B,RENT,credit_card,IL,1
2,50000.0,9.0,15,B,RENT,credit_card,CA,1
1,85000.0,7.0,17,C,RENT,debt_consolidation,CA,1
3,45000.0,7.0,22,B,MORTGAGE,credit_card,OH,1
1,55000.0,15.0,23,A,RENT,major_purchase,MI,1
3,37000.0,8.0,15,B,RENT,other,CA,1
10,69000.0,5.0,28,A,RENT,debt_consolidation,NY,1
2,48000.0,6.0,19,A,RENT,debt_consolidation,CO,1
7,125000.0,5.0,14,C,MORTGAGE,major_purchase,FL,0
5,125000.0,10.0,26,B,RENT,debt_consolidation,CA,1
1,62000.0,13.0,15,C,RENT,other,MD,1
2,40000.0,8.0,15,A,RENT,educational,CA,1
3,72000.0,11.0,18,A,RENT,moving,NY,1
6,92000.0,14.0,21,B,MORTGAGE,major_purchase,IL,1
5,150000.0,14.0,21,A,MORTGAGE,home_improvement,CA,1
0,48720.0,24.0,20,C,RENT,debt_consolidation,NY,1
8,42000.0,7.0,25,C,RENT,debt_consolidation,NY,1
10,39500.0,6.0,20,A,RENT,credit_card,WV,1
1,90000.0,7.0,23,B,RENT,other,VA,1
10,54000.0,14.0,21,B,OWN,credit_card,IL,1
9,100000.0,14.0,20,A,MORTGAGE,small_business,GA,1
4,85280.0,7.0,25,B,MORTGAGE,other,MA,1
2,51000.0,8.0,20,A,MORTGAGE,moving,PA,1
3,72900.0,7.0,27,D,MORTGAGE,major_purchase,VA,1
3,102000.0,6.0,30,C,RENT,debt_consolidation,CA,1
10,32000.0,7.0,20,B,RENT,other,IL,1
1,58000.0,5.0,22,A,MORTGAGE,car,NY,1
10,100000.0,12.0,19,B,MORTGAGE,other,PA,1
2,90000.0,6.0,20,C,RENT,debt_consolidation,CA,1
2,61000.0,9.0,20,C,MORTGAGE,credit_card,MO,1
1,56000.0,13.0,17,D,RENT,debt_consolidation,WY,1
7,72000.0,9.0,17,B,MORTGAGE,home_improvement,TX,1
2,86500.0,9.0,18,B,MORTGAGE,debt_consolidation,FL,1
10,60000.0,9.0,24,B,OWN,other,SC,1
1,28000.0,20.0,14,B,RENT,credit_card,IL,1
4,84000.0,9.0,28,A,MORTGAGE,other,IL,1
2,45000.0,10.0,20,B,RENT,debt_consolidation,TX,1
10,121000.0,10.0,23,C,MORTGAGE,debt_consolidation,NY,1
1,30000.0,10.0,17,B,MORTGAGE,debt_consolidation,IL,1
4,80000.0,5.0,16,D,MORTGAGE,debt_consolidation,CA,1
2,60000.0,7.0,12,C,RENT,other,TX,1
3,75000.0,10.0,17,C,MORTGAGE,small_business,IL,0
1,60000.0,6.0,20,C,RENT,debt_consolidation,CA,1
6,23624.95,5.0,16,B,RENT,credit_card,CA,1
10,86500.0,9.0,23,C,MORTGAGE,debt_consolidation,AL,1
1,26000.0,5.0,12,E,OWN,debt_consolidation,NY,0
7,36000.0,6.0,18,C,OWN,credit_card,PA,1
9,45000.0,21.0,26,A,RENT,educational,FL,1
9,96000.0,8.0,21,E,OWN,debt_consolidation,NY,0
1,120000.0,11.0,20,C,MORTGAGE,other,MN,0
1,90000.0,9.0,21,B,RENT,debt_consolidation,FL,1
10,110000.0,11.0,21,A,MORTGAGE,debt_consolidation,NH,1
2,42288.0,6.0,15,B,RENT,debt_consolidation,CA,1
3,33600.0,4.0,15,B,RENT,educational,MD,1
3,62800.0,15.0,21,C,RENT,debt_consolidation,MA,1
8,33600.0,11.0,21,A,OWN,home_improvement,TX,1
8,50361.0,9.0,19,C,RENT,debt_consolidation,CA,1
1,38000.0,4.0,12,B,RENT,debt_consolidation,VA,1
8,46500.0,7.0,21,A,MORTGAGE,house,MI,1
1,45000.0,8.0,14,A,RENT,debt_consolidation,NY,1
1,72000.0,10.0,18,B,OWN,credit_card,NY,1
2,50000.0,3.0,18,B,RENT,credit_card,NY,1
3,95000.0,2.0,23,F,RENT,debt_consolidation,CA,1
5,60000.0,10.0,15,B,OWN,debt_consolidation,MI,1
1,56000.0,6.0,14,B,RENT,wedding,NJ,1
4,160000.0,19.0,22,B,MORTGAGE,credit_card,CA,1
0,45000.0,11.0,22,B,OWN,other,NJ,1
10,135000.0,13.0,36,A,MORTGAGE,credit_card,MA,1
3,35000.0,8.0,20,C,RENT,debt_consolidation,AL,1
3,152229.36,4.0,19,B,OWN,credit_card,FL,1
1,75000.0,8.0,20,D,RENT,debt_consolidation,CA,1
10,85000.0,4.0,20,B,RENT,major_purchase,NJ,1
6,82000.0,8.0,20,C,RENT,credit_card,CA,0
3,76400.0,12.0,16,B,RENT,debt_consolidation,NJ,1
9,99800.0,14.0,20,A,MORTGAGE,debt_consolidation,NY,1
4,45000.0,7.0,17,B,RENT,debt_consolidation,NJ,1
9,180000.0,14.0,21,C,MORTGAGE,credit_card,TX,1
1,65000.0,11.0,24,C,MORTGAGE,debt_consolidation,FL,0
1,26500.0,5.0,19,B,RENT,educational,OH,1
10,75000.0,19.0,27,B,MORTGAGE,credit_card,NJ,1
10,67000.0,13.0,32,B,MORTGAGE,debt_consolidation,NY,1
3,38000.0,12.0,21,B,MORTGAGE,debt_consolidation,GA,1
1,36000.0,5.0,21,C,RENT,debt_consolidation,CT,0
5,59000.0,8.0,18,A,RENT,debt_consolidation,PA,1
1,28800.0,9.0,13,C,RENT,debt_consolidation,FL,1
8,50000.0,7.0,17,C,RENT,major_purchase,VA,1
1,52000.0,7.0,16,D,RENT,debt_consolidation,CA,1
4,19000.0,8.0,40,A,RENT,debt_consolidation,OR,1
8,26400.0,8.0,22,C,RENT,debt_consolidation,OH,1
3,31000.0,8.0,12,D,RENT,debt_consolidation,CO,1
6,67000.0,5.0,20,B,MORTGAGE,debt_consolidation,TX,1
7,36000.0,3.0,32,B,MORTGAGE,other,WA,1
10,72000.0,12.0,27,A,MORTGAGE,debt_consolidation,CA,1
1,29000.0,5.0,19,B,MORTGAGE,debt_consolidation,AL,1
0,10500.0,10.0,23,B,RENT,educational,CA,0
1,45999.96,6.0,16,A,RENT,debt_consolidation,CA,1
1,55000.0,9.0,14,C,RENT,other,NY,1
1,100000.0,18.0,18,C,MORTGAGE,debt_consolidation,VA,1
7,70028.0,4.0,14,B,RENT,other,NY,1
6,77000.0,8.0,25,D,MORTGAGE,debt_consolidation,FL,1
4,27000.0,8.0,14,A,RENT,house,MI,1
10,154000.0,16.0,29,B,MORTGAGE,small_business,CT,1
2,56000.0,8.0,24,C,RENT,debt_consolidation,VA,1
1,51000.0,5.0,23,A,RENT,major_purchase,NJ,1
1,60000.0,5.0,14,C,RENT,wedding,GA,1
2,54981.0,10.0,19,A,RENT,credit_card,NY,1
2,90000.0,10.0,21,C,MORTGAGE,debt_consolidation,RI,1
5,78400.0,3.0,31,C,MORTGAGE,home_improvement,TX,1
5,72000.0,12.0,22,A,MORTGAGE,credit_card,WA,1
3,31500.0,6.0,14,B,MORTGAGE,other,OH,1
1,86000.0,11.0,33,A,RENT,other,MN,1
2,90000.0,12.0,19,B,RENT,debt_consolidation,TX,1
5,50055.0,7.0,16,B,MORTGAGE,debt_consolidation,OH,1
10,66690.0,12.0,20,D,RENT,debt_consolidation,NY,1
5,75693.81,11.0,23,B,MORTGAGE,other,IL,1
10,62217.0,10.0,28,A,RENT,other,TX,1
1,48000.0,2.0,20,C,RENT,major_purchase,MA,0
2,41600.0,4.0,32,B,RENT,debt_consolidation,MT,1
10,84200.0,9.0,22,C,RENT,debt_consolidation,NY,1
4,72000.0,14.0,25,C,RENT,debt_consolidation,CA,1
5,80000.0,7.0,17,D,MORTGAGE,credit_card,MO,1
10,25100.0,5.0,21,D,OWN,other,PA,1
10,120000.0,16.0,45,B,MORTGAGE,other,IL,1
1,29000.0,6.0,13,B,RENT,debt_consolidation,WI,1
1,20400.0,11.0,25,D,OWN,debt_consolidation,CA,0
7,24000.0,15.0,23,A,MORTGAGE,debt_consolidation,TX,1
9,49500.0,3.0,26,D,RENT,debt_consolidation,WA,1
9,35000.0,4.0,16,C,RENT,moving,OH,0
3,63344.0,9.0,18,B,MORTGAGE,debt_consolidation,FL,1
5,62000.0,15.0,16,B,RENT,debt_consolidation,NY,1
8,25000.0,6.0,16,B,RENT,credit_card,FL,1
10,100000.0,17.0,30,D,MORTGAGE,debt_consolidation,MO,1
1,150000.0,14.0,19,B,RENT,credit_card,NY,1
10,126000.0,6.0,24,A,MORTGAGE,major_purchase,AL,1
10,30000.0,5.0,14,B,RENT,major_purchase,MO,1
3,55000.0,16.0,16,B,RENT,debt_consolidation,FL,1
2,33000.0,6.0,13,C,OWN,debt_consolidation,NJ,1
10,105000.0,12.0,28,B,MORTGAGE,debt_consolidation,WV,1
9,130000.0,18.0,24,D,MORTGAGE,debt_consolidation,CA,1
5,76000.0,18.0,20,C,RENT,debt_consolidation,GA,1
0,45000.0,9.0,17,C,RENT,small_business,PA,1
5,55000.0,13.0,18,A,RENT,debt_consolidation,CT,1
10,140000.0,23.0,18,C,RENT,credit_card,IL,0
3,63000.0,7.0,17,A,RENT,major_purchase,NJ,1
2,30000.0,4.0,22,A,OWN,home_improvement,CA,1
4,200000.0,10.0,23,A,MORTGAGE,wedding,MN,1
10,66000.0,4.0,19,C,MORTGAGE,other,CA,1
9,66000.0,10.0,16,B,RENT,car,HI,1
3,150000.0,12.0,18,E,MORTGAGE,debt_consolidation,GA,0
1,160000.0,18.0,29,A,MORTGAGE,other,MN,1
2,62400.0,14.0,16,D,RENT,debt_consolidation,CA,1
3,61400.0,7.0,16,C,MORTGAGE,debt_consolidation,CT,1
1,35000.0,4.0,12,D,RENT,debt_consolidation,MA,1
2,24000.0,13.0,16,B,OWN,debt_consolidation,VA,1
1,73000.0,16.0,17,C,RENT,credit_card,NJ,1
1,19200.0,2.0,11,E,RENT,debt_consolidation,LA,1
4,48500.0,12.0,19,A,MORTGAGE,debt_consolidation,NJ,1
0,17496.8,2.0,11,C,RENT,other,TX,1
1,40000.0,3.0,13,C,OWN,debt_consolidation,MA,0
10,126000.0,11.0,33,B,MORTGAGE,other,NY,1
10,55000.0,5.0,25,E,RENT,other,GA,0
10,50000.0,8.0,18,C,MORTGAGE,small_business,AZ,1
1,33000.0,4.0,20,B,RENT,major_purchase,TX,1
2,85000.0,13.0,18,A,MORTGAGE,debt_consolidation,CA,1
10,150000.0,7.0,31,B,MORTGAGE,debt_consolidation,CA,1
4,120000.0,6.0,22,A,RENT,moving,AZ,1
3,25000.0,9.0,25,A,OTHER,debt_consolidation,GA,0
5,36000.0,7.0,16,B,OWN,debt_consolidation,NJ,0
3,50000.0,11.0,16,C,MORTGAGE,debt_consolidation,OH,1
10,65000.0,11.0,27,B,RENT,debt_consolidation,CT,1
0,36000.0,3.0,18,C,MORTGAGE,other,MA,0
5,57600.0,5.0,19,C,RENT,debt_consolidation,CA,1
2,180000.0,5.0,27,B,OWN,home_improvement,NY,1
3,19000.0,10.0,17,C,OWN,debt_consolidation,OH,1
2,63000.0,11.0,22,B,RENT,debt_consolidation,CO,1
5,38000.0,13.0,13,A,RENT,educational,NJ,1
4,55000.0,9.0,16,A,MORTGAGE,debt_consolidation,CA,1
1,63000.0,5.0,24,C,MORTGAGE,small_business,MO,1
3,37000.0,9.0,17,B,RENT,debt_consolidation,MO,1
10,300000.0,29.0,19,E,MORTGAGE,credit_card,FL,1
0,60000.0,7.0,16,C,MORTGAGE,moving,MN,1
7,54500.0,13.0,19,C,RENT,debt_consolidation,VA,0
4,99000.0,12.0,27,A,MORTGAGE,debt_consolidation,WI,1
4,135000.0,8.0,25,C,MORTGAGE,small_business,CA,1
2,170000.0,8.0,19,E,MORTGAGE,other,CA,1
4,200000.0,5.0,21,B,OWN,major_purchase,NY,1
9,94000.0,6.0,20,A,MORTGAGE,moving,CO,1
2,98000.0,6.0,28,A,MORTGAGE,major_purchase,CA,1
9,95000.0,4.0,31,B,MORTGAGE,debt_consolidation,NJ,1
4,85000.0,6.0,23,B,MORTGAGE,house,NJ,1
10,85000.0,2.0,20,B,RENT,other,CA,1
1,24000.0,4.0,21,A,RENT,other,TX,1
